,Session,MoA,Location,Outline Link
250,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2614/2024-S1C-ND-CC
251,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/MUSC2612/2024-S1C-ND-CC
252,Semester 2 2024,Normal day,Sydney,/units/MCGY2621/2024-S2C-ND-SC
253,Semester 1 2024,Normal day,Sydney,/units/MCGY2613/2024-S1C-ND-SC
254,Semester 1 2024,Normal day,Sydney,/units/MCGY2612/2024-S1C-ND-SC
255,Semester 2 2024,Normal day,Sydney,/units/MCGY2611/2024-S2C-ND-SC
256,Semester 2 2024,Normal day,Sydney,/units/MCGY2601/2024-S2C-ND-SC
257,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC1507/2024-S1C-ND-CC
258,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MUSC1506/2024-S2C-ND-CC
259,Semester 2 2024,Normal day,Sydney,/units/MCGY1031/2024-S2C-ND-SC
260,Semester 1 2024,Normal day,Sydney,/units/MCGY1030/2024-S1C-ND-SC
261,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",Outline unavailable
262,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",Outline unavailable
263,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK3002/2024-S2C-ND-CC
264,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK2603/2024-S1C-ND-CC
265,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK2602/2024-S2C-ND-CC
266,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK2601/2024-S1C-ND-CC
267,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK1602/2024-S2C-ND-CC
268,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MGRK1601/2024-S1C-ND-CC
269,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MICR3888/2024-S2C-ND-CC
270,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MICR3952/2024-S2C-ND-CC
271,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MICR3052/2024-S2C-ND-CC
272,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3979/2024-S1C-ND-CC
273,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3977/2024-S2C-ND-CC
274,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3974/2024-S1C-ND-CC
275,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3969/2024-S2C-ND-CC
276,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3968/2024-S2C-ND-CC
277,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3978/2024-S2C-ND-CC
278,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3078/2024-S2C-ND-CC
279,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3976/2024-S1C-ND-CC
280,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3076/2024-S1C-ND-CC
281,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3066/2024-S1C-ND-CC
282,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3963/2024-S1C-ND-CC
283,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3063/2024-S1C-ND-CC
284,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3962/2024-S1C-ND-CC
285,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3961/2024-S1C-ND-CC
286,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3061/2024-S2C-ND-CC
287,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH3888/2024-S2C-ND-CC
288,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2988/2024-S2C-ND-CC
289,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2088/2024-S2C-ND-CC
290,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2923/2024-S2C-ND-CC
291,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2023/2024-S2C-ND-CC
292,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2922/2024-S1C-ND-CC
293,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2022/2024-S1C-ND-CC
294,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2921/2024-S1C-ND-CC
295,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MATH2021/2024-S1C-ND-CC
296,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
297,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
298,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/MKTG3400/2024-S2CIJL-BM-CC
299,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3400/2024-S2C-ND-CC
300,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/MKTG3400/2024-S1CIFE-BM-CC
301,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3400/2024-S1C-ND-CC
302,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3122/2024-S1C-ND-CC
303,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3121/2024-S1C-ND-CC
304,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3118/2024-S2C-ND-CC
305,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3116/2024-S1C-ND-CC
306,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3110/2024-S1C-ND-CC
307,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3600/2024-S2C-ND-CC
308,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG3600/2024-S1C-ND-CC
309,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG2113/2024-S1C-ND-CC
310,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG2112/2024-S2C-ND-CC
311,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG2112/2024-S1C-ND-CC
312,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG1002/2024-S2C-ND-CC
313,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG1002/2024-S1C-ND-CC
314,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/MKTG1001/2024-S2CIJL-BM-CC
315,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG1001/2024-S2C-ND-CC
316,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MKTG1001/2024-S1C-ND-CC
317,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MARS3888/2024-S1C-ND-CC
318,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GEOS2915/2024-S1C-ND-CC
319,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GEOS2115/2024-S1C-ND-CC
320,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3209/2024-S1C-ND-CC
321,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/WORK3205/2024-S2CIJL-BM-CC
322,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3205/2024-S1C-ND-CC
323,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
324,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
325,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/WORK3401/2024-S2CIJL-BM-CC
326,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3401/2024-S2C-ND-CC
327,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/WORK3401/2024-S1CIFE-BM-CC
328,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3401/2024-S1C-ND-CC
329,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3601/2024-S2C-ND-CC
330,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3601/2024-S1C-ND-CC
331,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK2222/2024-S2C-ND-CC
332,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK2222/2024-S1C-ND-CC
333,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK2218/2024-S2C-ND-CC
334,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK2218/2024-S1C-ND-CC
335,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS3702/2024-S1C-ND-CC
336,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS3612/2024-S2C-ND-CC
337,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS3605/2024-S2C-ND-CC
338,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS2624/2024-S2C-ND-CC
339,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS2601/2024-S1C-ND-CC
340,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS1002/2024-S2C-ND-CC
341,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LNGS1001/2024-S1C-ND-CC
342,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN3611/2024-S1C-ND-CC
343,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN3606/2024-S2C-ND-CC
344,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN3604/2024-S1C-ND-CC
345,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN3601/2024-S2C-ND-CC
346,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN1601/2024-S2C-ND-CC
347,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS3675/2024-S1C-ND-CC
348,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS3622/2024-S2C-ND-CC
349,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS3621/2024-S1C-ND-CC
350,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS2622/2024-S2C-ND-CC
351,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS2621/2024-S1C-ND-CC
352,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS1622/2024-S2C-ND-CC
353,Intensive December 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
354,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS1621/2024-S1C-ND-CC
355,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BBCL3601/2024-S2C-ND-CC
356,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BBCL2603/2024-S1C-ND-CC
357,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JCTC2100/2024-S1C-ND-CC
358,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JCTC1004/2024-S1C-ND-CC
359,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JCTC1003/2024-S2C-ND-CC
360,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS3612/2024-S2C-ND-CC
361,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS3611/2024-S1C-ND-CC
362,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS2670/2024-S2C-ND-CC
363,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS2612/2024-S2C-ND-CC
364,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS2611/2024-S1C-ND-CC
365,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS1612/2024-S2C-ND-CC
366,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/JPNS1612/2024-S1CIFE-BM-CC
367,Intensive December 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
368,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS1611/2024-S2C-ND-CC
369,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/JPNS1611/2024-S1CIFE-BM-CC
370,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/JPNS1611/2024-S1C-ND-CC
371,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3668/2024-S1C-ND-CC
372,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3667/2024-S2C-ND-CC
373,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3662/2024-S2C-ND-CC
374,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3631/2024-S1C-ND-CC
375,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3612/2024-S2C-ND-CC
376,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN3611/2024-S1C-ND-CC
377,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN2002/2024-S1C-ND-CC
378,Intensive July 2024,Online,"Camperdown/Darlington, Sydney",/units/ITLN2001/2024-S2CIJL-OL-CC
379,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN2612/2024-S2C-ND-CC
380,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN2611/2024-S1C-ND-CC
381,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN1612/2024-S2C-ND-CC
382,Intensive July 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN1611/2024-S2CIJL-ND-CC
383,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ITLN1611/2024-S1C-ND-CC
384,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3663/2024-S2C-ND-CC
385,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL3613/2024-S2C-ND-CC
386,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3999/2024-S2C-ND-CC
387,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3993/2024-S1C-ND-CC
388,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3988/2024-S2C-ND-CC
389,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3980/2024-S2C-ND-CC
390,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT3641/2024-S1C-ND-CC
391,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2635/2024-S1C-ND-CC
392,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2112/2024-S1C-ND-CC
393,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2226/2024-S1C-ND-CC
394,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2225/2024-S2C-ND-CC
395,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2991/2024-S2C-ND-CC
396,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2991/2024-S1C-ND-CC
397,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2921/2024-S2C-ND-CC
398,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT2921/2024-S1C-ND-CC
399,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1661/2024-S1C-ND-CC
400,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1641/2024-S2C-ND-CC
401,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1641/2024-S1C-ND-CC
402,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1621/2024-S2C-ND-CC
403,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GOVT1621/2024-S1C-ND-CC
